"","location","continent","date","people_fully_vaccinated","people_fully_vaccinated_per_hundred","new_cases","total_cases","new_deaths","new_deaths_per_million","total_deaths_per_million"
"27105","Peru","South America",2021-08-07,6369473,19.09,1571,2124128,55,1.649,5901.572
"27106","Peru","South America",2021-08-08,6510327,19.52,1217,2125345,77,2.308,5903.881
"27107","Peru","South America",2021-08-09,6562852,19.67,503,2125848,79,2.368,5906.249
"27108","Peru","South America",2021-08-10,6626765,19.86,1186,2127034,73,2.188,5908.437
"27109","Peru","South America",2021-08-11,6704990,20.1,1482,2128516,44,1.319,5909.756
"27110","Peru","South America",2021-08-12,6785485,20.34,1502,2130018,63,1.889,5911.644
"27111","Peru","South America",2021-08-13,6869135,20.59,1319,2131337,70,2.098,5913.743
"27112","Peru","South America",2021-08-14,7064463,21.18,1497,2132834,61,1.829,5915.571
"27113","Peru","South America",2021-08-15,7240916,21.71,978,2133812,53,1.589,5917.16
"27114","Peru","South America",2021-08-16,7288703,21.85,0,2133812,0,0,5917.16
"27115","Peru","South America",2021-08-17,7352294,22.04,2015,2135827,146,4.377,5921.537
"27116","Peru","South America",2021-08-18,7407245,22.2,1468,2137295,120,3.597,5925.134
"27117","Peru","South America",2021-08-19,7466207,22.38,1371,2138666,57,1.709,5926.843
"27118","Peru","South America",2021-08-20,7535647,22.59,1396,2140062,36,1.079,5927.922
"27119","Peru","South America",2021-08-21,7666322,22.98,1173,2141235,66,1.978,5929.9
"27120","Peru","South America",2021-08-22,7746587,23.22,918,2142153,61,1.829,5931.729
"27121","Peru","South America",2021-08-23,7792917,23.36,0,2142153,0,0,5931.729
"27122","Peru","South America",2021-08-24,7832616,23.48,1538,2143691,65,1.948,5933.677
"27123","Peru","South America",2021-08-25,7870844,23.59,1360,2145051,87,2.608,5936.285
"27124","Peru","South America",2021-08-26,7907380,23.7,1118,2146169,33,0.989,5937.274
"27125","Peru","South America",2021-08-27,8026378,24.06,1116,2147285,51,1.529,5938.803
"27126","Peru","South America",2021-08-28,8259541,24.76,0,2147285,0,0,5938.803
"27127","Peru","South America",2021-08-29,8489405,25.45,0,2147285,0,0,5938.803
"27128","Peru","South America",2021-08-30,8499604,25.48,2306,2149591,148,4.437,5943.24
"27129","Peru","South America",2021-08-31,8548837,25.63,0,2149591,0,0,5943.24
"27130","Peru","South America",2021-09-01,8620193,25.84,415,2150006,32,0.959,5944.199
"27131","Peru","South America",2021-09-02,8679202,26.02,2112,2152118,69,2.068,5946.267
"27132","Peru","South America",2021-09-03,8747835,26.22,974,2153092,56,1.679,5947.946
"27133","Peru","South America",2021-09-04,8823537,26.45,1040,2154132,27,0.809,5948.755
"27134","Peru","South America",2021-09-05,8857279,26.55,902,2155034,41,1.229,5949.984
"27135","Peru","South America",2021-09-06,8887546,26.64,474,2155508,35,1.049,5951.034
"27136","Peru","South America",2021-09-07,8926142,26.76,943,2156451,45,1.349,5952.383
"27137","Peru","South America",2021-09-08,8980877,26.92,1085,2157536,27,0.809,5953.192
"27138","Peru","South America",2021-09-09,9032023,27.07,957,2158493,26,0.779,5953.971
"27139","Peru","South America",2021-09-10,9107816,27.3,813,2159306,52,1.559,5955.53
"27140","Peru","South America",2021-09-11,9227608,27.66,1021,2160327,55,1.649,5957.179
"27141","Peru","South America",2021-09-12,9352176,28.03,759,2161086,36,1.079,5958.258
"27142","Peru","South America",2021-09-13,9391611,28.15,272,2161358,35,1.049,5959.307
"27143","Peru","South America",2021-09-14,9432764,28.28,936,2162294,41,1.229,5960.536
"27144","Peru","South America",2021-09-15,9486741,28.44,1018,2163312,20,0.6,5961.136
"27145","Peru","South America",2021-09-16,9561464,28.66,1068,2164380,31,0.929,5962.065
"27146","Peru","South America",2021-09-17,9615336,28.82,0,2164380,0,0,5962.065
"27147","Peru","South America",2021-09-18,9775113,29.3,2039,2166419,85,2.548,5964.613
"27148","Peru","South America",2021-09-19,9892125,29.65,589,2167008,90,2.698,5967.311
"27149","Peru","South America",2021-09-21,10021199,30.04,779,2168431,24,0.719,5967.131
"27150","Peru","South America",2021-09-22,10097713,30.27,996,2169427,48,1.439,5968.57
"27151","Peru","South America",2021-09-23,10173666,30.5,1048,2170475,48,1.439,5970.009
"27152","Peru","South America",2021-09-24,10270047,30.79,899,2171374,26,0.779,5970.788
"27153","Peru","South America",2021-09-25,10523539,31.55,887,2172261,46,1.379,5972.167
"27154","Peru","South America",2021-09-26,10727788,32.16,773,2173034,64,1.918,5974.086
"27155","Peru","South America",2021-09-27,10836620,32.48,320,2173354,22,0.659,5974.745
"27156","Peru","South America",2021-09-28,10965903,32.87,865,2174219,15,0.45,5975.195
"27157","Peru","South America",2021-09-29,11175056,33.5,1086,2175305,38,1.139,5976.334
"27158","Peru","South America",2021-09-30,11394700,34.16,0,2175305,0,0,5976.334
"27159","Peru","South America",2021-10-01,11594062,34.75,1978,2177283,56,1.679,5978.013
"27160","Peru","South America",2021-10-02,11993996,35.95,864,2178147,34,1.019,5979.032
"27161","Peru","South America",2021-10-03,12326736,36.95,792,2178939,28,0.839,5979.871
"27162","Peru","South America",2021-10-04,12519522,37.53,0,2178939,0,0,5979.871
"27163","Peru","South America",2021-10-05,12742182,38.2,1210,2180149,35,1.049,5980.92
"27164","Peru","South America",2021-10-06,12949269,38.82,1034,2181183,39,1.169,5982.089
"27165","Peru","South America",2021-10-07,13150952,39.42,923,2182106,22,0.659,5982.749
"27166","Peru","South America",2021-10-08,13304641,39.88,876,2182982,51,1.529,5984.278
"27167","Peru","South America",2021-10-09,13587823,40.73,607,2183589,9,0.27,5984.547
"27168","Peru","South America",2021-10-10,13765964,41.27,634,2184223,34,1.019,5985.567
"27169","Peru","South America",2021-10-11,13883097,41.62,453,2184676,28,0.839,5986.406
"27170","Peru","South America",2021-10-12,14009500,42,679,2185355,24,0.719,5987.125
"27171","Peru","South America",2021-10-13,14128368,42.35,891,2186246,19,0.57,5987.695
"27172","Peru","South America",2021-10-14,14247657,42.71,1122,2187368,29,0.869,5988.564
"27173","Peru","South America",2021-10-15,14359714,43.05,983,2188351,17,0.51,5989.074
"27174","Peru","South America",2021-10-16,14506499,43.49,814,2189165,24,0.719,5989.793
"27175","Peru","South America",2021-10-17,14627883,43.85,844,2190009,27,0.809,5990.603
"27176","Peru","South America",2021-10-18,14714855,44.11,387,2190396,39,1.169,5991.772
"27177","Peru","South America",2021-10-19,14818851,44.42,775,2191171,46,1.379,5993.151
"27178","Peru","South America",2021-10-20,14917181,44.72,1034,2192205,17,0.51,5993.66
"27179","Peru","South America",2021-10-21,15010407,45,0,2192205,0,0,5993.66
"27180","Peru","South America",2021-10-22,15100768,45.27,1927,2194132,58,1.739,5995.399
"27181","Peru","South America",2021-10-23,15247178,45.71,969,2195101,16,0.48,5995.879
"27182","Peru","South America",2021-10-24,15374403,46.09,758,2195859,33,0.989,5996.868
"27183","Peru","South America",2021-10-25,15450924,46.32,400,2196259,31,0.929,5997.797
"27184","Peru","South America",2021-10-26,15525442,46.54,793,2197052,35,1.049,5998.846
"27185","Peru","South America",2021-10-27,15596270,46.75,986,2198038,31,0.929,5999.775
"27186","Peru","South America",2021-10-28,15668647,46.97,998,2199036,30,0.899,6000.675
"27187","Peru","South America",2021-10-29,15736003,47.17,840,2199876,18,0.54,6001.214
"27188","Peru","South America",2021-10-30,15823128,47.43,1032,2200908,20,0.6,6001.814
"27189","Peru","South America",2021-10-31,15893243,47.64,888,2201796,29,0.869,6002.683
"27190","Peru","South America",2021-11-01,15917897,47.72,393,2202189,30,0.899,6003.582
"27191","Peru","South America",2021-11-02,15954929,47.83,0,2202189,0,0,6003.582
"27192","Peru","South America",2021-11-03,16005557,47.98,1121,2203310,50,1.499,6005.081
"27193","Peru","South America",2021-11-04,16066942,48.16,1114,2204424,24,0.719,6005.801
"27194","Peru","South America",2021-11-05,16126979,48.34,1062,2205486,23,0.689,6006.49
"27195","Peru","South America",2021-11-06,16231117,48.66,1070,2206556,36,1.079,6007.569
"27196","Peru","South America",2021-11-07,16326793,48.94,994,2207550,21,0.63,6008.199
"27197","Peru","South America",2021-11-08,16401691,49.17,340,2207890,39,1.169,6009.368
"27198","Peru","South America",2021-11-09,16499759,49.46,0,2207890,0,0,6009.368
"27199","Peru","South America",2021-11-10,16583335,49.71,2239,2210129,63,1.889,6011.256
"27200","Peru","South America",2021-11-11,16664028,49.95,1237,2211366,22,0.659,6011.916
"27201","Peru","South America",2021-11-12,16733729,50.16,1148,2212514,19,0.57,6012.486
"27202","Peru","South America",2021-11-13,16853011,50.52,1034,2213548,32,0.959,6013.445
"27203","Peru","South America",2021-11-14,16958778,50.84,995,2214543,30,0.899,6014.344
"27204","Peru","South America",2021-11-15,17032780,51.06,830,2215373,37,1.109,6015.453
"27205","Peru","South America",2021-11-16,17106032,51.28,1459,2216832,23,0.689,6016.143
"27206","Peru","South America",2021-11-17,17179891,51.5,1370,2218202,46,1.379,6017.522
"27207","Peru","South America",2021-11-18,17251941,51.72,1415,2219617,26,0.779,6018.301
"27208","Peru","South America",2021-11-19,17320004,51.92,1537,2221154,34,1.019,6019.32
"27209","Peru","South America",2021-11-20,17510700,52.49,1725,2222879,32,0.959,6020.279
"27210","Peru","South America",2021-11-21,17696235,53.05,1465,2224344,33,0.989,6021.269
"27211","Peru","South America",2021-11-22,17797495,53.35,773,2225117,28,0.839,6022.108
"27212","Peru","South America",2021-11-23,17907807,53.68,1539,2226656,37,1.109,6023.217
"27213","Peru","South America",2021-11-24,18015852,54.01,1556,2228212,30,0.899,6024.116
"27214","Peru","South America",2021-11-25,18162035,54.44,1529,2229741,26,0.779,6024.896
"27215","Peru","South America",2021-11-26,18339303,54.97,1434,2231175,39,1.169,6026.065
"27216","Peru","South America",2021-11-27,18605178,55.77,1574,2232749,45,1.349,6027.414
"27217","Peru","South America",2021-11-28,18809216,56.38,1326,2234075,37,1.109,6028.523
"27218","Peru","South America",2021-11-29,18936365,56.76,895,2234970,36,1.079,6029.602
"27219","Peru","South America",2021-11-30,19051967,57.11,1381,2236351,32,0.959,6030.561
"27220","Peru","South America",2021-12-01,19156535,57.42,1491,2237842,33,0.989,6031.551
"27221","Peru","South America",2021-12-02,19264593,57.75,1579,2239421,73,2.188,6033.739
"27222","Peru","South America",2021-12-03,19369012,58.06,1606,2241027,44,1.319,6035.058
"27223","Peru","South America",2021-12-04,19507796,58.48,1619,2242646,34,1.019,6036.077
"27224","Peru","South America",2021-12-05,19619694,58.81,769,2243415,19,0.57,6036.647
"27225","Peru","South America",2021-12-06,19711806,59.09,0,2243415,0,0,6036.647
"27226","Peru","South America",2021-12-07,19811463,59.39,3218,2246633,71,2.128,6038.775
"27227","Peru","South America",2021-12-08,19886406,59.61,0,2246633,0,0,6038.775
"27228","Peru","South America",2021-12-09,19998197,59.95,3038,2249671,77,2.308,6041.083
"27229","Peru","South America",2021-12-10,20149431,60.4,1356,2251027,123,3.687,6044.77
"27230","Peru","South America",2021-12-11,20338885,60.97,1819,2252846,83,2.488,6047.258
"27231","Peru","South America",2021-12-12,20495854,61.44,1527,2254373,37,1.109,6048.367
"27232","Peru","South America",2021-12-13,20627434,61.83,0,2254373,0,0,6048.367
"27233","Peru","South America",2021-12-14,20774354,62.27,945,2255318,78,2.338,6050.706
"27234","Peru","South America",2021-12-15,20909582,62.68,1478,2256796,54,1.619,6052.324
"27235","Peru","South America",2021-12-16,21020724,63.01,1660,2258456,90,2.698,6055.022
"27236","Peru","South America",2021-12-17,21128511,63.34,1724,2260180,84,2.518,6057.54
"27237","Peru","South America",2021-12-18,21237823,63.66,3559,2263739,78,2.338,6059.878
"27238","Peru","South America",2021-12-19,21328135,63.93,1581,2265320,71,2.128,6062.007
"27239","Peru","South America",2021-12-20,21413168,64.19,0,2265320,0,0,6062.007
"27240","Peru","South America",2021-12-21,21494729,64.43,2395,2267715,113,3.387,6065.394
"27241","Peru","South America",2021-12-22,21571805,64.66,1782,2269497,37,1.109,6066.503
"27242","Peru","South America",2021-12-23,21636187,64.86,2052,2271549,49,1.469,6067.972
"27243","Peru","South America",2021-12-24,21660097,64.93,1336,2272885,30,0.899,6068.871
"27244","Peru","South America",2021-12-25,21666047,64.95,5922,2278807,34,1.019,6069.891
"27245","Peru","South America",2021-12-26,21708589,65.07,492,2279299,36,1.079,6070.97
"27246","Peru","South America",2021-12-27,21786357,65.31,2063,2281362,26,0.779,6071.749
"27247","Peru","South America",2021-12-28,21867266,65.55,2112,2283474,34,1.019,6072.768
"27248","Peru","South America",2021-12-29,21937788,65.76,4020,2287494,0,0,6072.768
"27249","Peru","South America",2021-12-30,21999753,65.95,4760,2292254,69,2.068,6074.837
"27250","Peru","South America",2021-12-31,22025723,66.03,4577,2296831,37,1.109,6075.946
"27251","Peru","South America",2022-01-01,22030550,66.04,4346,2301177,51,1.529,6077.475
"27252","Peru","South America",2022-01-02,22061030,66.13,1501,2302678,41,1.229,6078.704
"27253","Peru","South America",2022-01-03,22133516,66.35,1996,2304674,36,1.079,6079.783
"27254","Peru","South America",2022-01-04,22211759,66.58,5182,2309856,49,1.469,6081.252
"27255","Peru","South America",2022-01-05,22291441,66.82,8687,2318543,37,1.109,6082.361
"27256","Peru","South America",2022-01-06,22368069,67.05,11174,2329717,30,0.899,6083.26
"27257","Peru","South America",2022-01-07,22443975,67.28,12833,2342550,47,1.409,6084.669
"27258","Peru","South America",2022-01-08,22515020,67.49,16135,2358685,38,1.139,6085.808
"27259","Peru","South America",2022-01-09,22561597,67.63,17128,2375813,48,1.439,6087.247
"27260","Peru","South America",2022-01-10,22631420,67.84,12476,2388289,30,0.899,6088.146
"27261","Peru","South America",2022-01-11,22694103,68.03,24288,2412577,60,1.799,6089.945
"27262","Peru","South America",2022-01-12,22753930,68.21,27772,2440349,36,1.079,6091.024
"27263","Peru","South America",2022-01-13,22809802,68.38,33360,2473709,62,1.859,6092.883
"27264","Peru","South America",2022-01-14,22858980,68.52,39080,2512789,47,1.409,6094.292
"27265","Peru","South America",2022-01-15,22897238,68.64,49745,2562534,74,2.218,6096.51
"27266","Peru","South America",2022-01-16,22923228,68.72,43592,2606126,88,2.638,6099.148
"27267","Peru","South America",2022-01-17,22965986,68.84,25700,2631826,86,2.578,6101.726
"27268","Peru","South America",2022-01-18,23004245,68.96,36398,2668224,95,2.848,6104.573
"27269","Peru","South America",2022-01-19,23041561,69.07,54942,2723166,105,3.148,6107.721
"27270","Peru","South America",2022-01-20,23076124,69.17,56883,2780049,118,3.537,6111.258
"27271","Peru","South America",2022-01-21,23107731,69.27,59470,2839519,126,3.777,6115.035
"27272","Peru","South America",2022-01-22,23136033,69.35,54696,2894215,147,4.407,6119.442
"27273","Peru","South America",2022-01-23,23158334,69.42,51936,2946151,182,5.456,6124.898
"27274","Peru","South America",2022-01-24,23189055,69.51,30109,2976260,81,2.428,6127.326
"27275","Peru","South America",2022-01-25,23218099,69.6,44496,3020756,183,5.486,6132.811
"27276","Peru","South America",2022-01-26,23247528,69.69,0,3020756,0,0,6132.811
"27277","Peru","South America",2022-01-27,23275641,69.77,99645,3120401,353,10.582,6143.393
"27278","Peru","South America",2022-01-28,23302145,69.85,0,3120401,0,0,6143.393
"27279","Peru","South America",2022-01-29,23326554,69.92,40331,3160732,172,5.156,6148.549
"27280","Peru","South America",2022-01-30,23343925,69.98,63674,3224406,393,11.781,6160.33
"27281","Peru","South America",2022-01-31,23370170,70.06,0,3224406,0,0,6160.33
"27282","Peru","South America",2022-02-01,23395460,70.13,15132,3239538,329,9.862,6170.192
"27283","Peru","South America",2022-02-02,23420991,70.21,46613,3286151,386,11.571,6181.763
"27284","Peru","South America",2022-02-03,23446401,70.28,22542,3308693,186,5.576,6187.339
"27285","Peru","South America",2022-02-04,23471588,70.36,22597,3331290,240,7.194,6194.533
"27286","Peru","South America",2022-02-05,23495704,70.43,18008,3349298,245,7.344,6201.877
"27287","Peru","South America",2022-02-06,23511337,70.48,14191,3363489,93,2.788,6204.665
"27288","Peru","South America",2022-02-07,23536898,70.56,0,3363489,0,0,6204.665
"27289","Peru","South America",2022-02-08,23561342,70.63,21057,3384546,328,9.832,6214.497
"27290","Peru","South America",2022-02-09,23584682,70.7,13091,3397637,224,6.715,6221.212
"27291","Peru","South America",2022-02-10,23608110,70.77,0,3397637,0,0,6221.212
"27292","Peru","South America",2022-02-11,23631992,70.84,27257,3424894,429,12.86,6234.072
"27293","Peru","South America",2022-02-12,23652335,70.9,10859,3435753,155,4.646,6238.719
"27294","Peru","South America",2022-02-13,23665255,70.94,9927,3445680,261,7.824,6246.542
"27295","Peru","South America",2022-02-14,23700366,71.05,4032,3449712,85,2.548,6249.09
"27296","Peru","South America",2022-02-15,23741768,71.17,7077,3456789,156,4.676,6253.767
"27297","Peru","South America",2022-02-16,23791024,71.32,0,3456789,0,0,6253.767
"27298","Peru","South America",2022-02-17,23848376,71.49,18176,3474965,342,10.252,6264.019
"27299","Peru","South America",2022-02-18,23918409,71.7,6787,3481752,146,4.377,6268.395
"27300","Peru","South America",2022-02-19,24007689,71.97,9236,3490988,188,5.636,6274.031
"27301","Peru","South America",2022-02-20,24071676,72.16,5021,3496009,170,5.096,6279.127
"27302","Peru","South America",2022-02-21,24155932,72.41,1887,3497896,173,5.186,6284.313
"27303","Peru","South America",2022-02-22,24248471,72.69,2984,3500880,167,5.006,6289.319
"27304","Peru","South America",2022-02-23,24327144,72.92,3012,3503892,119,3.567,6292.886
"27305","Peru","South America",2022-02-24,24411061,73.18,2183,3506075,189,5.666,6298.552
"27306","Peru","South America",2022-02-25,24505444,73.46,2567,3508642,113,3.387,6301.939
"27307","Peru","South America",2022-02-26,24588652,73.71,3762,3512404,178,5.336,6307.275
"27308","Peru","South America",2022-02-27,24643257,73.87,3860,3516264,131,3.927,6311.202
"27309","Peru","South America",2022-02-28,24724580,74.12,996,3517260,134,4.017,6315.219
"27310","Peru","South America",2022-03-01,24787695,74.3,1461,3518721,72,2.158,6317.377
"27311","Peru","South America",2022-03-02,24853339,74.5,1883,3520604,107,3.207,6320.584
"27312","Peru","South America",2022-03-03,24920351,74.7,1880,3522484,56,1.679,6322.263
"27313","Peru","South America",2022-03-04,24997631,74.93,2020,3524504,88,2.638,6324.901
"27314","Peru","South America",2022-03-05,25076808,75.17,1436,3525940,37,1.109,6326.01
"27315","Peru","South America",2022-03-06,25120352,75.3,1609,3527549,76,2.278,6328.288
"27316","Peru","South America",2022-03-07,25176286,75.47,489,3528038,47,1.409,6329.697
"27317","Peru","South America",2022-03-08,25228786,75.63,901,3528939,97,2.908,6332.605
"27318","Peru","South America",2022-03-09,25283773,75.79,0,3528939,0,0,6332.605
"27319","Peru","South America",2022-03-10,25337404,75.95,2136,3531075,112,3.357,6335.962
"27320","Peru","South America",2022-03-11,25394954,76.13,3612,3534687,59,1.769,6337.731
"27321","Peru","South America",2022-03-12,25460205,76.32,1039,3535726,59,1.769,6339.5
"27322","Peru","South America",2022-03-13,25503608,76.45,770,3536496,64,1.918,6341.418
"27323","Peru","South America",2022-03-14,25542894,76.57,346,3536842,33,0.989,6342.407
"27324","Peru","South America",2022-03-15,25581975,76.69,646,3537488,40,1.199,6343.606
"27325","Peru","South America",2022-03-16,25620033,76.8,0,3537488,0,0,6343.606
"27326","Peru","South America",2022-03-17,25656795,76.91,1912,3539400,72,2.158,6345.765
"27327","Peru","South America",2022-03-18,25699935,77.04,708,3540108,60,1.799,6347.563
"27328","Peru","South America",2022-03-19,25755694,77.21,685,3540793,63,1.889,6349.452
"27329","Peru","South America",2022-03-20,25792016,77.32,604,3541397,51,1.529,6350.981
"27330","Peru","South America",2022-03-21,25824113,77.41,597,3541994,59,1.769,6352.749
"27331","Peru","South America",2022-03-22,25857416,77.51,608,3542602,20,0.6,6353.349
"27332","Peru","South America",2022-03-23,25890804,77.61,0,3542602,0,0,6353.349
"27333","Peru","South America",2022-03-24,25923185,77.71,1188,3543790,78,2.338,6355.687
"27334","Peru","South America",2022-03-25,25961399,77.82,548,3544338,28,0.839,6356.526
"27335","Peru","South America",2022-03-26,26021458,78,524,3544862,52,1.559,6358.085
"27336","Peru","South America",2022-03-27,26061286,78.12,541,3545403,26,0.779,6358.865
"27337","Peru","South America",2022-03-28,26089995,78.21,225,3545628,29,0.869,6359.734
"27338","Peru","South America",2022-03-29,26117786,78.29,0,3545628,0,0,6359.734
"27339","Peru","South America",2022-03-30,26144778,78.37,1068,3546696,50,1.499,6361.233
"27340","Peru","South America",2022-03-31,26171944,78.45,0,3546696,0,0,6361.233
"27341","Peru","South America",2022-04-01,26202293,78.55,910,3547606,49,1.469,6362.702
"27342","Peru","South America",2022-04-02,26249679,78.69,482,3548088,43,1.289,6363.99
"27343","Peru","South America",2022-04-03,26284271,78.79,471,3548559,29,0.869,6364.86
"27344","Peru","South America",2022-04-04,26304201,78.85,158,3548717,26,0.779,6365.639
"27345","Peru","South America",2022-04-05,26320537,78.9,311,3549028,18,0.54,6366.179
"27346","Peru","South America",2022-04-06,26346805,78.98,483,3549511,24,0.719,6366.898
"27347","Peru","South America",2022-04-07,26373291,79.06,729,3550240,24,0.719,6367.618
"27348","Peru","South America",2022-04-08,26404273,79.15,551,3550791,18,0.54,6368.157
"27349","Peru","South America",2022-04-09,26444987,79.27,454,3551245,33,0.989,6369.146
"27350","Peru","South America",2022-04-10,26473897,79.36,295,3551540,15,0.45,6369.596
"27351","Peru","South America",2022-04-11,26497719,79.43,260,3551800,21,0.63,6370.226
"27352","Peru","South America",2022-04-12,26522347,79.5,667,3552467,21,0.63,6370.855
"27353","Peru","South America",2022-04-13,26549040,79.58,0,3552467,0,0,6370.855
"27354","Peru","South America",2022-04-14,26565400,79.63,1539,3554006,37,1.109,6371.964
"27355","Peru","South America",2022-04-15,26575784,79.67,0,3554006,0,0,6371.964
"27356","Peru","South America",2022-04-16,26601621,79.74,1133,3555139,54,1.619,6373.583
"27357","Peru","South America",2022-04-17,26620226,79.8,600,3555739,11,0.33,6373.913
"27358","Peru","South America",2022-04-18,26642145,79.86,645,3556384,24,0.719,6374.632
"27359","Peru","South America",2022-04-19,26664964,79.93,755,3557139,22,0.659,6375.292
"27360","Peru","South America",2022-04-20,26688134,80,730,3557869,28,0.839,6376.131
"27361","Peru","South America",2022-04-21,26712034,80.07,744,3558613,11,0.33,6376.461
"27362","Peru","South America",2022-04-22,26741456,80.16,730,3559343,9,0.27,6376.731
"27363","Peru","South America",2022-04-23,26777118,80.27,0,3559343,0,0,6376.731
"27364","Peru","South America",2022-04-24,26804880,80.35,1533,3560876,18,0.54,6377.27
"27365","Peru","South America",2022-04-25,26827680,80.42,801,3561677,19,0.57,6377.84
"27366","Peru","South America",2022-04-26,26851331,80.49,623,3562300,8,0.24,6378.079
"27367","Peru","South America",2022-04-27,26874135,80.56,851,3563151,9,0.27,6378.349
"27368","Peru","South America",2022-04-28,26894449,80.62,778,3563929,20,0.6,6378.949
"27369","Peru","South America",2022-04-29,26914126,80.68,629,3564558,12,0.36,6379.309
"27370","Peru","South America",2022-04-30,26926106,80.72,0,3564558,0,0,6379.309
"27371","Philippines","Asia",2021-03-30,1344,0,9287,741181,5,0.045,118.788
"27372","Philippines","Asia",2021-04-05,28850,0.03,8347,803398,10,0.09,120.985
"27373","Philippines","Asia",2021-04-06,50685,0.05,9362,812760,382,3.44,124.425
"27374","Philippines","Asia",2021-04-11,132288,0.12,11659,864868,201,1.81,134.583
"27375","Philippines","Asia",2021-04-12,149041,0.13,11357,876225,204,1.837,136.42
"27376","Philippines","Asia",2021-04-13,162065,0.15,8558,884783,137,1.234,137.654
"27377","Philippines","Asia",2021-04-17,191982,0.17,11081,926052,72,0.648,142.372
"27378","Philippines","Asia",2021-04-18,198534,0.18,10081,936133,150,1.351,143.723
"27379","Philippines","Asia",2021-04-20,209456,0.19,7361,953106,93,0.837,145.353
"27380","Philippines","Asia",2021-04-21,214792,0.19,9201,962307,124,1.117,146.47
"27381","Philippines","Asia",2021-04-24,230769,0.21,9640,989380,145,1.306,150.153
"27382","Philippines","Asia",2021-04-26,237992,0.21,8905,1006428,70,0.63,151.765
"27383","Philippines","Asia",2021-04-27,246986,0.22,7190,1013618,63,0.567,152.332
"27384","Philippines","Asia",2021-04-29,266555,0.24,8243,1028738,114,1.027,154.394
"27385","Philippines","Asia",2021-04-30,280045,0.25,8722,1037460,89,0.801,155.196
"27386","Philippines","Asia",2021-05-01,284553,0.26,9193,1046653,120,1.081,156.276
"27387","Philippines","Asia",2021-05-03,309385,0.28,7242,1062225,94,0.846,157.816
"27388","Philippines","Asia",2021-05-04,320586,0.29,5667,1067892,97,0.874,158.69
"27389","Philippines","Asia",2021-05-05,342705,0.31,5663,1073555,178,1.603,160.293
"27390","Philippines","Asia",2021-05-07,421443,0.38,7713,1087885,108,0.973,162.985
"27391","Philippines","Asia",2021-05-08,443796,0.4,6964,1094849,170,1.531,164.516
"27392","Philippines","Asia",2021-05-09,451270,0.41,7141,1101990,203,1.828,166.344
"27393","Philippines","Asia",2021-05-11,517113,0.47,4721,1113547,58,0.522,167.677
"27394","Philippines","Asia",2021-05-14,636054,0.57,6743,1131467,137,1.234,170.721
"27395","Philippines","Asia",2021-05-15,675799,0.61,6720,1138187,93,0.837,171.558
"27396","Philippines","Asia",2021-05-16,719602,0.65,5776,1143963,140,1.261,172.819
"27397","Philippines","Asia",2021-05-18,786528,0.71,4463,1154388,110,0.991,174.449
"27398","Philippines","Asia",2021-05-21,925713,0.83,6248,1171403,122,1.099,177.97
"27399","Philippines","Asia",2021-05-22,949939,0.86,6814,1178217,183,1.648,179.618
"27400","Philippines","Asia",2021-05-24,986929,0.89,4894,1184706,32,0.288,179.951
"27401","Philippines","Asia",2021-05-25,1029061,0.93,3966,1188672,36,0.324,180.275
"27402","Philippines","Asia",2021-05-30,1206371,1.09,7045,1223627,138,1.243,187.849
"27403","Philippines","Asia",2021-06-02,1343107,1.21,5249,1240716,146,1.315,190.532
"27404","Philippines","Asia",2021-06-04,1484821,1.34,7438,1255337,180,1.621,193.945
"27405","Philippines","Asia",2021-06-05,1520788,1.37,6936,1262273,195,1.756,195.701
"27406","Philippines","Asia",2021-06-06,1544332,1.39,7205,1269478,166,1.495,197.196
"27407","Philippines","Asia",2021-06-07,1604260,1.44,6526,1276004,71,0.639,197.835
"27408","Philippines","Asia",2021-06-08,1681722,1.51,4769,1280773,95,0.855,198.691
"27409","Philippines","Asia",2021-06-09,1746513,1.57,5444,1286217,126,1.135,199.825
"27410","Philippines","Asia",2021-06-12,1855472,1.67,8003,1308352,145,1.306,203.986
"27411","Philippines","Asia",2021-06-13,1879694,1.69,7287,1315639,136,1.225,205.211
"27412","Philippines","Asia",2021-06-14,1903000,1.71,6414,1322053,57,0.513,205.724
"27413","Philippines","Asia",2021-06-15,1975450,1.78,5378,1327431,118,1.063,206.786
"27414","Philippines","Asia",2021-06-16,2012154,1.81,5401,1332832,158,1.423,208.209
"27415","Philippines","Asia",2021-06-17,2065134,1.86,6625,1339457,155,1.396,209.605
"27416","Philippines","Asia",2021-06-18,2096901,1.89,6819,1346276,109,0.982,210.587
"27417","Philippines","Asia",2021-06-19,2120134,1.91,6944,1353220,153,1.378,211.964
"27418","Philippines","Asia",2021-06-20,2153942,1.94,5795,1359015,83,0.747,212.712
"27419","Philippines","Asia",2021-06-21,2183489,1.97,5224,1364239,128,1.153,213.865
"27420","Philippines","Asia",2021-06-25,2246897,2.02,6793,1385053,116,1.045,217.494
"27421","Philippines","Asia",2021-06-27,2527286,2.28,6081,1397992,128,1.153,219.475
"27422","Philippines","Asia",2021-06-29,2570380,2.31,4470,1408058,101,0.91,221.141
"27423","Philippines","Asia",2021-06-30,2632938,2.37,4501,1412559,105,0.946,222.086
"27424","Philippines","Asia",2021-07-01,2701064,2.43,5778,1418337,135,1.216,223.302
